ID,Review_Title,Review,Rating
8669,Mind-blowing purchase,The product is very nice...üëçüëç,1
8670,Really Nice,Very nice,1
8671,Super!,Ok,1
8672,Worth the money,Gud,1
8673,Value-for-money,Thank you,1
8674,"Good sound quality
","Bought it for my friend as his b.day gift, initially We thought that sound is not that good (i personally use CX180 model) but the sound got better with time.A good earphone for gym, jogging, calls and almost every possible use.
",1
8675,"Very good
","Good
",1
8676,"not good
","sound quality is not good its better to use 100 rs head phones :(
",0
8677,Wonderful,nice,1
8678,Delightful,Nice good,1
8679,Fabulous!,Very nice,1
8680,Nice product,Product Is good but installation is poor.,1
8681,Value-for-money,Good,1
8682,Highly recommended,"Good product,nice spacing",1
8683,Value-for-money,Good one,1
8685,Very Good,Parfect,1
8686,"Damage product received
","Headphones ok but when microphone on headphones voice comes to low when microphone off then it has more voice from headphones . Dont know issue
",0
8687,Great product,Just amazing,1
8688,Terrific,Good product,1
8690,Very Good,Good product,1
8691,Value-for-money,Beautiful bedsheet,1
8692,Great product,Great Product,1
8693,Delightful,Nice product,1
8694,Just wow!,Satisfied,1
8695,Absolute rubbish!,Not good,0
8696,Pretty good,Good,1
8697,Brilliant,Excellent,1
8698,Pretty good,Nice,1
8700,Just wow!,Nice,1
8701,Nan,Good purchase,1
8702,Terrific purchase,Nice product,1
8703,Terrific,Nice,1
8704,Classy product,Good quality,1
8705,Really Nice,Nice,1
8706,Nice product,Good product,1
8707,Brilliant,Nice,1
8708,Brilliant,Good,1
8709,Just wow!,good,1
8710,Highly recommended,Nice,1
8711,Good choice,Perfect üëå,1
8713,Wonderful,Very good,1
8714,Wonderful,Very good,1
8715,Great product,good,1
8716,Super!,Good one,1
8717,Highly recommended,"This blanket is so good that I ordered a second one for my family. Don't overthink, just buy. The design is beautiful, the warmth is sufficient for average winter.",1
8718,Perfect product!,Good,1
8719,Wonderful,Very good product.,1
8720,Good choice,Nice protect,1
8721,Awesome,Go for it without doubt,1
8722,Simply awesome,Very nice üëçüôÇ,1
8723,Just wow!,Good product,1
8724,"Not good as expected
","Earbuds come out from ears during work-out and automatically switches off in between.
",0
8725,Worth every penny,Awesome üëè,1
8726,Highly recommended,Good,1
8727,Must buy!,Nice,1
8728,"Bass Beast
","Awesome product bass  & sound clearityi got for 1099better than any other top brandif any one is planning to buy just go for it :)
",1
8730,Very Good,Good,1
8731,Could be way better,Not good,0
8732,Simply awesome,Good,1
8733,"Best
","Best
",1
8734,Great product,Good,1
8735,Not recommended at all,Colour faded after first wash and bit hard material,0
8736,Nan,Good Quality of product,1
8737,Must buy!,This product is very niceAnd I am happy by this product.,1
8738,Wonderful,Good,1
8739,Terrific,Nice,1
8741,Great product,Nice product.....,1
8742,"A substandard product
","It is a substandard product. Stopped working in less than a month. Would have rated it zero if such an option was available.
",0
8743,"This product are really amazing in all angles
","This product are really amazing..build quality is also awesome..and finishing is also sperb..and sound quality and bass are very extra
",1
8744,Brilliant,Good quality,1
8745,"Boat service centre Sunday always close.
","After 5 months right sight earphone block
",0
8746,Utterly Disappointed,Waste of money,0
8747,Nice product,Not bad,1
8749,Best in the market!,Super Quality,1
8750,Great product,Nice product....worth every penny,1
8752,Pretty good,Good product,1
8753,Horrible,Not good,0
8754,Mind-blowing purchase,Nice product,1
8755,Brilliant,good product,1
8756,Pretty good,Nice,1
8757,"Disappointed
","While the quality is good, sometimes party on the other end of the call are not able to hear us. Also the external noise while is motion is high than our voice. Good for hearing songs but not for handling calls...After 6 months of usage....one side wire got tampered and no connectivity to one side now.....very disappointed.
",0
8758,"Brand name is a review
","As expected very nice sound quality and decent bass , mainly good for movies and long music listeners .
",1
8759,Terrific purchase,Good product.,1
8760,Excellent,Nice,1
8761,"Good
","Overall it's a good product. But it's a fact that your ears could start paining hearing for 1 hour etc... I felt it at the first use...
",1
8762,Highly recommended,Good product.. worthy to price.üëç,1
8763,Delightful,Very nice üëå üëç,1
8765,Must buy!,Good product,1
8767,Good quality product,Nice Product. A must buy.,1
8768,"Best you can get under 3K
","If you are looking for an earphone with good sound quality and clarity, with good bass level, sound isolation and a mic to answer to calls; look no further. This baby can give all you need. Using for 6 months and loving it.
",1
8769,Great product,Nice but colour is so deep,1
8770,Terrific,very good product,1
8771,Worth every penny,Super,1
8772,Good choice,Awesome product,1
8773,Fabulous!,Nice product,1
8774,Great product,Best product,1
8775,"Jbl
","Nice
",1
8776,Nice product,Best,1
8777,Simply awesome,Good,1
8778,Good quality product,Nice,1
8779,Mind-blowing purchase,I am very much satisfied with the product because it is running well and it has been cooling down the heat it is worth the money and I suggest that anyone interested should go for it without hesitation. It was also delivered on time.,1
8780,Classy product,Very nice,1
8781,Highly recommended,Super very very super product,1
8782,Terrific purchase,Good,1
8783,Worth every penny,Good quality,1
8784,Perfect product!,very good üëå I m so happy üòä,1
8785,Perfect product!,Nice product,1
8786,Classy product,Ok product,1
8787,Brilliant,Nice,1
8788,Highly recommended,it's awesome  camera.  lenses  are so good. Thanks  flipkart.,1
8789,Classy product,Good product üëç,1
8790,"Great product along with amazing after sales service
","Amazing product, good sound quality and it fits well. The headphone stoped working after 3 months but will have to say Boat has an amazing after sale service (replaced within 5mins and also offer puckup and drop service). I recommend this product.
",1
8791,Nice product,Ok,1
8793,Worst experience ever!,Small pies,0
8794,"Value for Money ..
","Good sound with good bass... can't hear any external sound.Should be avoided while driving
",1
8795,Best in the market!,"Thankyou Flipkart for this amazing buy @9,509 !!",1
8796,Terrific purchase,Nice,1
8797,"Nice
","Nothing
",1
8798,Super!,Good quality,1
8799,Classy product,Very good material .go for it guys,1
8800,Super!,Nice product,1
8801,Perfect product!,Good,1
8802,Worth every penny,Good product,1
8803,Really Nice,Good,1
8804,"Good but not best
","Sound quality is goofa but what I did suppose I couldn't get...
",1
8805,Useless product,"The product is damaged at bottom,  some welded spot at bottom",0
8806,Mind-blowing purchase,super,1
8807,"Not functioning in one month of purchase
","The ear phone was very good till now. Now it is not switching ON. The white indicator is on while charging but while pressing the ON button there is no responce.
",0
8808,"Worth the price
","Overall nice product for the price. Not the best out there but for someone looking for a Bluetooth headset within budget, it's a really good deal. Battery lasts as well. But would personally recommend keeping another wired earphones for regular use or backup.
",1
8809,Fabulous!,Very good,1
8810,Bad quality,Okay,0
8811,Value-for-money,Good product,1
8812,Pretty good,Ok,1
8813,Fabulous!,Very nice,1
8814,Horrible,Very bad,0
8815,Wonderful,Very good,1
8816,Wonderful,Nice product,1
8818,Good choice,Nice recommend to buy,1
8819,Awesome,It's good,1
8820,Worth every penny,Good product,1
8821,Mind-blowing purchase,wow super cooling... delivery date is 27may but excellent and fast Flipkart... delivered on 24may,1
8823,Could be way better,Almost ok. Price of the product does not commensurate withMarket price.,0
8824,Wonderful,Good,1
8825,Fabulous!,Thanks for the nice product üôÉüôÉ,1
8826,Classy product,Iam satisfied,1
8828,Great product,good,1
8830,Excellent,Nice product,1
8831,Wonderful,Cheap and best,1
8832,Mind-blowing purchase,Good product,1
8833,"Best in class..!!
","Awesum sound with good base.. Buy this product without any second thought. Best in class
",1
8834,Value-for-money,Value for money,1
8835,"Musical Nirvana
","Amazing Sound
",1
8836,Terrific purchase,Nice material üíØ% cotton.. just go for ti,1
8837,"Good productüëçüëç
","Good product and the sound quality is awesome along with bass. Note the short adapter cable is only for certain phone models only.
",1
8838,Wonderful,Very good,1
8839,Just wow!,Super,1
8840,Good quality product,Good product,1
8841,Value-for-money,Very good product.,1
8842,"Very Amazing
","This product is very lightweight and very good. It's an Amazing product. I will recommend this product to everyone to buy.
",1
8843,"OK
","not comfortable
",1
8844,Value-for-money,Good,1
8845,Utterly Disappointed,Bad product,0
8846,Terrific purchase,"Ordered on 22nd Feb 21..Got Delivered on 25th Feb 21..Fastest delivery by Flipkart, I thought it's to early to give review about this pro,but after 3 months of usage here are my reviews,Super fabulous Cooler,no need for an air-conditioner, Have been using this cooler throughout the summer, Getting good sleep at night with my whole bedroom getting cooled when turned on.Didn't face any Issues with this cooler till date, why to purchase costly Air Conditioner and bearing more electricity charg...",1
8847,Terrific,Goog,1
8848,Awesome,Easy to handle.. quick access. For installation FABER company service technicians doing. Which is a quality work service engineer name Jai. From smart care done a good job,1
8849,Nice product,Good,1
8850,Pretty good,Product is good,1
8851,Terrific purchase,Good product,1
8852,"Bad Product
","Im have Bye this Product But Not working fine. every time call problem , and Bluetooth connectivity is very bad bad bad....
",0
8855,"Excellent
","Superb piece
",1
8856,Delightful,This blanket is very good at the rate of inflation,1
8857,Really Nice,love it,1
8858,"Very Very Poor sound quality
","Very Very Poor sound quality. there is no HD sound quality as described.. very very poor
",0
8859,"Bang for the buck
","One of the best budget Bluetooth headset. It has a decent amount of bass, a bit lacking in volume. The passive noise cancellation is great. The product is definitely worth it's price. The delivery was fast too.
",1
8860,"Not satisfied with the sound
","Not a good thing
",0
8861,Classy product,Excellent,1
8862,"Best purchase
","Awesome product but I felt the price is a bit high 1500 ‚Çπ , but over all nice quality , decent product....
",1
8863,Expected a better product,"This review is after use of many months. Firstly biggest issue is mop rod rotating action. It is of worst quality. There is thread slipping while trying to spin and clean mop. Thus not able to perform basic action keeping mop dirty. Making product useless and troublesome to use. 2 star given only for bucket plastic quality which is good. Mop absorption is average, steel bucket average, bucket handle very weak so of no use. Overall bad quality product. Don't go by brand Milton. Do not buy it.",0
8864,Great product,good quality camera ... worth for money..,1
8865,Terrific,Good,1
8866,Just wow!,Good performance,1
8867,Wonderful,Good product,1
8868,Best in the market!,Very good for children dress storage,1
8870,Simply awesome,Nic,1
8871,Awesome,Super quality,1
8872,"Nice
","Good
",1
8873,Good quality product,Good,1
8875,"boAt rocks .......
","the best wireless bluetooth headset under 3k boAt rockerz but i've got it for 999 and this is a best headset under this price tag ..... sound quality is owsome .. not any type of pain in ear very crystal clear sound i love it ... if any one wants a bluetooth headset just go for it ... and don't think about any negative comnt .... i can say that boAt rockxxx...
",1
8876,Hated it!,Very bad,0
8877,Excellent,Nice product and good quality,1
8878,"Worthless product
","Worthless product, don't buy this.. The sound is not that great but more importantly it stopped working for me within a month.. There are much better option like QY7 that have much better sound and durability.
",0
8879,Just wow!,Very nice,1
8880,Classy product,Awesome,1
8881,Good choice,Good,1
8882,Best in the market!,Very soft .. Worth for money.. Buy it guys..,1
8883,Excellent,Worth it,1
8884,Just wow!,Good,1
8885,Terrific purchase,Very nice buy for it,1
8886,"Stopped working after 3 months
","This product stopped working. But when I put it on charging it is working fine, seems issue with the battery . I purchased it by seeing the review but now i regret buying it. I have sony earphones which is working perfectly even after 2.5 years. I will Never use boat again
",0
8887,Pretty good,"Nice product,",1
8889,Good choice,Nice,1
8890,Nan,Super,1
8891,Classy product,Verry good product,1
8892,Best in the market!,Good,1
8893,Very Good,Good,1
8894,Absolute rubbish!,Waste of money,0
8895,"Good quality
","It is good product with quality. Can be valued for money. Sound n bass effects are good.
",1
8896,Mind-blowing purchase,Good,1
8897,Highly recommended,Good product,1
8898,Terrific,Worth for money,1
8899,"Nice product
","Great
",1
8900,Nice product,Nice,1
8901,Very Good,Nice,1
8902,Delightful,Good,1
8903,"Excellent
","Sound quality is excellent, it's very comfortably fit in the ear.
",1
8904,"Worst experience
","Quality is not upto what we expected it is totally disappointing quality, this product can be invest Rs.199 is more for this product.
",0
8905,"Amazing earpods
","Amazing sound quality and fits perfectly.
",1
8906,Brilliant,Very good product,1
8907,Classy product,it was a very good product... the camera quality is awesome...  for beginners it's one of the best camera...,1
8908,Useless product,Worst worst worst product don‚Äôt ever buy this one..,0
8909,"Nice
","Nice
",1
8910,Best in the market!,I like it,1
8912,Awesome,Nice product ...good quality and length...go for it,1
8913,Simply awesome,Good quality cloth. Nice look and colour.......must buy.,1
8914,"Head phone
","Bluetooth frequently disconnect, sound very poor, quality poor
",0
8915,Terrific purchase,nice,1
8916,"Sennheiser as always.
","Delivery, product and sound quality is totally good if you are a music lover is the best in this price range go no further if you trust, sennheiser never deliver bad user experience.
",1
8919,"Earphones are good, but a bit long in length
","The design could have been better. But sound quality is really nice at such price
",1
8920,Highly recommended,Good products,1
8921,Great product,Super,1
8922,Awesome,Nice,1
8924,Good choice,Gud product,1
8925,Just wow!,Good product value for money,1
8926,Awesome,Very nice,1
8928,Classy product,Good,1
8929,Worth the money,It's okay,1
8930,Brilliant,"To be very honest with you I was a bit sceptical before buying this product. Wheather it will be able to live up to my expectations!!But after using this product for the last 5 months it has removed all the doubts I had. Yes, a small shout to you guys over here. IT'S NOT A AC!! So don't expect it will cool the entire room within half an hour or it will work like a window AC and all.I can share some tips which will definitely help you to get decent cooling experience. Make sure the water f...",1
8931,"Spoiler alert
","Nice
",1
8933,Simply awesome,Good product,1
8934,Did not meet expectations,Worst product.Request don't buy this.,0
8935,Fabulous!,Very nice product,1
8936,Excellent,good,1
8937,Classy product,Good one,1
8938,"Not worth the money. You can get better ones at the same price.
","Sounds quality sucks. Before this i had another set of boat headphones ( boat rockers 400) they were pretty decent.  Infact,  great for that price. But these ones just suck. You really don't wanna buy these
",0
8940,"Worst company
","Worst. Don't buy girls.
",0
8941,Not good,"It,s colour is so dull",0
8942,Terrific,Very good,1
8943,Value-for-money,"Good product I aways use this for wiping out the kitchen counter top, it makes your work easy.",1
8944,"The gem
","This earphones are beast in every aspect. Bass quality is fantastic and treble too. Very happy with the earphones üëå
",1
8945,Brilliant,Nice,1
8946,Perfect product!,Wow,1
8948,"Nice
","Nice product
",1
8949,"Superb sound quality
","Lows, mids and highs are extremely crisp. Amazing sound quality. Not bass heavy, but that's a good thing.10/10
",1
8950,Classy product,Superb..,1
8951,Super!,Very good,1
8952,Classy product,Overall Good,1
8953,Super!,Good,1
8954,Classy product,Good üëç product,1
8955,Bad quality,finishing is not goodlot of scratches are there,0
8957,Brilliant,Good,1
8958,Best in the market!,Nice product,1
8959,Pretty good,Very nice,1
8960,Value-for-money,Good,1
8961,Highly recommended,Fantastic,1
8962,Simply awesome,Very good.,1
8963,Awesome,Nice Product,1
8964,Must buy!,Super,1
8966,"Awesome bass Bluetooth earphones
","Very good Bluetooth earphones. bass lovers definetly like this product sound quality is too good and voice call quality also good .but only drawback back is that some movement it will disconnecting and disturbing the song.
",1
8967,"Best For the price tag..
","Senhieser is the master if headphones.. And this is a masterpiece..
",1
8968,Must buy!,Best product,1
8969,"Satisfactory
","Sound and bass are everything goods , but this is failure model , after 6 month's the product is damaged , the earphones are not working ( i.e jack ) ,then service center replaced my item without any issues .Finally music wise sounds good , but hardly it is 6 month's only work. Bette to go for one more model in senheiser
",0
8970,Terrible product,Very bad product,0
8971,Wonderful,Thanks,1
8972,Very Good,Good products,1
8973,Fabulous!,Excellent???????? cooler.. Prefer to buy this product???ç???ç???ç. Tq???ù???ù flipcart???çÉù?ã?è????????????,1
8974,Very poor,This blanket is  so bad quality .Wast of money,0
8975,"Ultimate product.
","Excellent battery back up.  One of the best wireless ear phones. Not at all comparable with any brand under this range.
",1
8976,Wonderful,Super,1
8977,Brilliant,Awesome warm and soft Worth more then spent money,1
8978,"JBLüòò
","Dare to listen
",1
8979,Awesome,Amazing,1
8980,Great product,Good,1
8982,"Poor sound quality
","Sound quality is not that good compared to price
",0
8983,Not recommended at all,Very bad product,0
8984,Great product,Osm,1
8985,Worth the money,Good one,1
8986,Value-for-money,Nice,1
8987,Super!,Very good product,1
8988,Perfect product!,Good product,1
8989,Mind-blowing purchase,I like it very nice bed sheet,1
8990,Worst experience ever!,Not satisfied,0
8992,Pretty good,Good product,1
8993,Excellent,Good product,1
8994,"Best Earphones
","The Best Earphones till I have used. you can surely feel the difference of quality.If you want quality of each and every instrument sound these are the perfect earphones.
",1
8995,Simply awesome,Good product,1
8996,Fabulous!,Happy,1
8997,Wonderful,Nice product Must buy,1
8999,"Good
","Overall good
",1
9000,Fabulous!,Nice product,1
9001,Great product,Excellent,1
9002,"Superb
","Superb
",1
9003,Wonderful,Value for money,1
9004,Highly recommended,Amazing product,1
9005,"Good Quality headphones
","Value for money
",1
9006,Awesome,Nice,1
9007,Awesome,It is really good product & easy to use..,1
9008,Worth every penny,Very nice,1
9009,Nice product,Good,1
9011,Worthless,Worst product.,0
9013,Unsatisfactory,One of the worst service ever. I received the product on 30 September but it is still not installed. Hindware worst service and they won't talk in English also. We should know their language.,0
9014,Simply awesome,Nice product,1
9015,Just wow!,Super,1
9016,Wonderful,Thank you,1
9017,Mind-blowing purchase,Nice product,1
9018,Must buy!,Good product,1
9019,Awesome,Nice,1
9020,Highly recommended,Nice...,1
9021,Pretty good,Very nice,1
9022,"Good quality
","Working as expected.
",1
9023,Really Nice,Good Quality material,1
9024,Super!,Good,1
9025,Best in the market!,Good,1
9026,Perfect product!,Worth every penny. One of the Best thing I purchased from this app. Thank you flipkart,1
9027,Just wow!,Nice,1
9028,Super!,Nice one,1
9029,Worthless,Very bad product,0
9030,Wonderful,best,1
9031,Simply awesome,Super,1
9032,Fabulous!,Best,1
9033,"Good product..
","Sound is good quality in manufacturering is also good bluetooth working smoothly not find any connectivity issue....I got this approx ‚Çπ1100 on sale on amzone....In my apponeion it's good product till ‚Çπ1500.but it's not good after that price.go with tagg inferior if u have more money to invest in Bluetooth earphone.
",1
9034,Mind-blowing purchase,I love the bedsheet nice print fabric is pure cotton ‚ò∫Ô∏èüòò,1
9035,Great product,good product,1
9038,Fabulous!,Very nice product,1
9039,Did not meet expectations,Very bad,0
9040,Terrific purchase,Best quality,1
9041,Worth the money,Pure cotton,1
9042,Good choice,Very good,1
9044,Must buy!,Perfect,1
9045,"Worst product.... don't buy at all
","Worst product ever..... After a week it damaged completely
",0
9046,Terrific,nice,1
9047,Simply awesome,Super,1
9048,Wonderful,Too good,1
9049,Value-for-money,Nice,1
9050,Don't waste your money,Not bat,0
9051,"Very poor audio, don't buy.
","The audio is very poor. The sound is flat and very low. Total waste of money. Please go for some other boat earphones.
",0
9052,"Worth in price
","Got in a deal. Good one
",1
9053,"Sound quality is bad.
","The sound quality of the earphone is not good. Its 1 month only and the 1 side of the earphone is low than the other side.Really disappointed with boat and Amazon.
",0
9054,Worth the money,Good product ???ç,1
9055,Highly recommended,Good,1
9056,Worth every penny,Awesome,1
9057,Delightful,Good,1
9058,Terrible product,Bad quality,0
9059,Terrific purchase,Good product,1
9060,Super!,Nice product,1
9061,Must buy!,Nice,1
9062,Simply awesome,nice,1
9064,Brilliant,plastic is of good quality. no leakages as of now. it blows air at high speed. useful for long halls. small rooms might have problem of noise. keep it at some distance and see the effect. modes work fine. delivery was fantastic as it was delivered in mini truck carried by 2 guys.,1
9066,Best in the market!,Good,1
9067,"perfect in ever
","This is my essential aftr air water food clothes n makeupClarity bass ....perfect in ever dpt
",1
9068,Delightful,Worth,1
9069,Perfect product!,Good,1
9070,Simply awesome,Awesome,1
9071,Don't waste your money,Worst product... doesn't fit... waste of money... don't buy... not worth a penny,0
9072,"good qualities product
","no commands Its Good Qualities.
",1
9073,Simply awesome,Good,1
9074,"Don't buy this product
","Right ear and Left ear audio ratio is not proper..
",0
9075,Very Good,"Good product in this price ,",1
9076,Fabulous!,Nice,1
9077,"Worth for the money
","I brought it for 1500rs. Bt 2 days latter its price drop to 999rs. The product was excellent..
",1
9079,Worth every penny,"A quality product from Crompton. It looks exactly like in the website, is easy to set up and use. Please refer the room size charts while buying from the product line, this one is meant for a somewhat large room. There are 3 speed controls, a couple more on the lesser side would have been better. The smell from the cooling pads reported in a couple of other reviews was there, but mostly dissipated within the first 8 hours of use. Finally, this cooler consumes a lot of water (~3L/hr.), so it w...",1
9080,Good choice,Satisfied,1
9081,Simply awesome,Best,1
9082,Best in the market!,Nice,1
9083,Wonderful,Nice product... motion sensor is very good..but i think the suction could have been a little better.,1
9084,Excellent,Good products must buy very good cooling,1
9085,Fabulous!,Good,1
9086,Wonderful,Awesome,1
9087,Highly recommended,Original,1
9088,Value-for-money,Ok,1
9090,Terrific purchase,Very Nice,1
9091,Mind-blowing purchase,Supper,1
9092,"Low sound but comfortable
","Low sound
",1
9093,Must buy!,Nice,1
9094,Worth the money,Nice,1
9096,Fabulous!,Good product,1
9097,Don't waste your money,Worst product,0
9098,Just wow!,Nice,1
9099,Good choice,Nice,1
9100,Not recommended at all,Very bad,0
9101,Delightful,Very good,1
9102,Worth the money,Good product,1
9103,Simply awesome,Good,1
9104,Terrific purchase,Super,1
9105,"Bad product
","Earphone was not working properly
",0
9106,"Budget head phone
","Good budget one, battery is main concern.
",1
9108,Nan,Nice product,1
9109,Just wow!,GOOD PRODUCT,1
9110,Excellent,Nice 5/5 awesome,1
9111,Super!,Very very comfortable,1
9112,Mind-blowing purchase,Very nice???ç???ç,1
9113,Brilliant,Good,1
9114,Wonderful,Super,1
9115,Pretty good,Very Good but cloth quality and zip quality is not up to mark.,1
9116,Utterly Disappointed,Very humid bad purchase poor quality total money waste,0
9117,Excellent,Nice supar,1
9118,Perfect product!,Super,1
9119,Super!,"Nice product easy installation with video, quality product",1
9120,Could be way better,Not a good product,0
9121,Great product,Good,1
9122,Good choice,Very nice product,1
9123,Not recommended at all,Don't buy.It breaks with in few days,0
9124,Wonderful,Super,1
9125,Worth every penny,Just awesome,1
9126,Super!,Best,1
9127,Wonderful,Nice,1
9128,Simply awesome,Best,1
9129,Really Nice,This camera better to buy in this prise üëç and simply super options.,1
9130,Terrific purchase,Nice product,1
9131,Wonderful,Good,1
9132,"Job well done.
","They do perform good, and sound quality is at par, build quality is not an issue until mishandled.So, overall, it is an in-budget, good quality, and quite useful piece for you.
",1
9133,Good choice,Good Product,1
9134,"Awesome quality sound but speakers stop working within 3 mnths
","Bass is awesome but speakers stopped working within 3 months and warranty is waste coz it takes almost 20 days to get repaired and after repaired also speakers stopped working completely
",0
9135,Expected a better product,Low quality,0
9136,Wonderful,good product,1
9138,Simply awesome,Wow,1
9139,Brilliant,Nice,1
9142,Best in the market!,Good,1
9144,"KOOL  ND OSM
","kool guys.. i bought this is 1100 its really kool.....if ur buying..this  dont think anything...jst bring to ur home.....nd moreover its opinion...guys
",1
9145,Super!,Nice,1
9146,"Best at this price
","Everything is good in this cost
",1
9147,Good quality product,Good,1
9148,Best in the market!,Too good,1
9149,Must buy!,Excellent,1
9150,Simply awesome,Good,1
9151,"Stopped working after a month
","Dint work more than a month, headphones are not charging . Hardly used for 1 hour a day
",0
9152,Could be way better,Okay,0
9153,"Decent one for the price
","Quite durable and customizeable. Sound quality is okiesh.
",1
9154,Value-for-money,Nice,1
9156,Mind-blowing purchase,Nice products,1
9157,Nice product,Good one but only single person can use,1
9158,Value-for-money,Good choice for keeping weightless things.,1
9159,Must buy!,Very good product,1
9160,Delightful,Super,1
9161,Terrific,NYC,1
9163,Good quality product,Good,1
9164,Wonderful,Good,1
9165,"Good
","Good product. Noise cancellations poor.
",1
9166,Wonderful,Nice,1
9167,Excellent,Very good product,1
9168,"Value for money.
","I ordered this product by seeing the brand name.  Quality of headset is very good and I am using it is for calls,  listening to songs etc..
",1
9169,Value-for-money,Good product,1
9170,"Nice and quality is good but too delicate
","I like sound quality and the price is high can you please decrease cost so can everyone can buy this
",1
9171,Just wow!,Value for money,1
9173,Super!,Good quality,1
9174,Just wow!,Very nice it is ..go for it,1
9175,Simply awesome,Very good,1
9176,"The other side person will not listen you properly during the call, you have to lift up the mic.
","During the call, the other side people will not hear you properly you have to lift the mic and hold it till the time you're speaking. also there is no direct contact between PH and headphone so you can't play the FM. Rest is all gud. Sound quality is better.
",1
9178,Fabulous!,Very nice,1
9179,Very Good,Good product,1
9180,Worth the money,Well it is soft and comfortable but not for winter season can be used while the temperature is 17-23 degrees. It is for single person.,1
9181,Awesome,So good,1
9182,Highly recommended,Worth it,1
9183,Brilliant,Best product,1
9184,Useless product,Low quality pls take it back,0
9185,Value-for-money,Excellent,1
9186,Classy product,Awesome,1
9187,Excellent,Good,1
9188,"SUPERB
","Happy with headphones..... Sound quality.... Build quality is also good....
",1
9189,"best buy at this price point.. period..
","very durable.. been using these for the past couple of years.. it‚Äôs only the travel in mumbai‚Äôs crowded trains which actually damages them.. otherwise they‚Äôre excellent travel companions..
",1
9190,Terrific purchase,Very nice,1
9191,Wonderful,nice products,1
9192,Nice product,Good,1
9193,Classy product,Good one,1
9194,Good quality product,Nice,1
9195,Value-for-money,Good product,1
9196,"Good quality for calls and songs
","Comfortable in-ear design and good for long calls as well. Good noise cancellation!!
",1
9197,Nice product,Great deal,1
9198,Super!,Satisfied,1
9199,Slightly disappointed,Not worth..low quality product not up to the mark,0
9200,Wonderful,Good,1
9201,Must buy!,Good,1
9202,"5 ‚≠ê
","Owsm product,  battery life is excellent,  loved it.
",1
9203,"Good
","Good
",1
9204,Simply awesome,Nic product,1
9205,Must buy!,Nice,1
9206,Mind-blowing purchase,Super product,1
9207,Good quality product,Nice,1
9208,Excellent,Very useful,1
9209,"Average Product
","Sounds is amazing but Bluetooth connectivity is bad. It's Bluetooth earphone so connectivity is important
",1
9210,Best in the market!,Superb bedsheet üëåüëåüòçüòç,1
9211,Really Nice,Nice product value for money,1
9212,Great product,Super product,1
9213,"Good product
","Nice buy. Good product.
",1
9214,"Don't buy this
","Bot comfortable and only treble is there more sound but no bass i am unhappy with ittCalls also not good in this picking outsife voive other than ours
",0
9215,Don't waste your money,Bad,0
9216,"Feel Good..
","Osm product..
",1
9217,"Fabulous
","I would recommend it surely
",1
9218,Worth every penny,It's amazing ??,1
9219,"Cheap quality
","Cheap quality... stopped working after half an hour and also does not seem to be original. when I checked with Amazon got the answer it can be replaced can‚Äôt be returned. Pathetic service
",0
9220,Nice,Nice,1
9221,Great product,Superb product,1
9222,Pretty good,Very good,1
9223,Brilliant,Excellent,1
9224,Excellent,Product is very good,1
9225,Classy product,Great camera for beginners ‚ô•Ô∏è,1
9226,Classy product,Excellent,1
9227,"Fault in Left side  ear phone
","Quality not good. Left side speaker is not working properly bass was missing. Sound is cracking
",0
9228,Wonderful,I'm happy.,1
9229,Pretty good,superb.. product..,1
9230,Wonderful,Like it,1
9231,Nan,Super,1
9232,"Five Stars
","Amazing product. I recommended to my friend as well and he loved it
",1
9233,Simply awesome,Installation OK and prompt.  So far so good. Nice looks and features. Would review about working and suction after a month.,1
9235,"Suffering after purchasing the product
","There was charging problem in the product so please check the product before delivery
",1
9236,Wonderful,Go for it,1
9237,"It has both clarity and bass. Go for it ...
","It has both clarity and bass. Go for it and experience music in a different dimension. Close your eyes and u can feel yourself in the studio in between the live orchestration.
",1
9238,Fabulous!,Superb,1
9239,"Issue with Charging
","It's fine untill it gives you the problem with charging, i got first one and it malfunctioned it wouldn't charge at all, i got it replaced and 10 days in i again have the same issue with the replaced one. I feel made a wrong choice gifting this to a friend.
",0
9240,"Authentic
","Good quality
",1
9241,Mind-blowing purchase,This product stands upto its value. 3 speed air control along with deflection is very good. The cooler provides good cooling effect in one big room.,1
9243,Classy product,So good product,1
9244,Awesome,very good,1
9245,"Nice !
","Good ! Even loud music is soft on ears ! Awesome !
",1
9246,Terrific purchase,Product and demo is goos,1
9249,Wonderful,Nice,1
9250,Fabulous!,good,1
9251,Really Nice,best hai but speed slow thodi,1
9252,"One side sound not came after 1month
","Not for roughly useage
",0
9253,Great product,Nice,1
9254,Fabulous!,Good,1
9255,Must buy!,Superb,1
9256,Terrific,Good product,1
9257,Brilliant,Nice,1
9258,Best in the market!,Nice,1
9260,Classy product,Very nice product . but u buy with big zoom lance,1
9261,Nice product,Good quality product,1
9262,Super!,Best one,1
9263,"that's including a one day delay due to bad weather. The sound quality is fantastic and the ...
","I was pleasantly surprised by the delivery time - received it in 3 days, that's including a one day delay due to bad weather. The sound quality is fantastic and the adapter provided is really handy. All in all, a really worthwhile purchase considering the quality and the warranty.
",1
9264,Fabulous!,Good üëç,1
9265,Absolute rubbish!,Very bad quality,0
9267,Terrific,Good,1
9268,Best in the market!,Good,1
9269,"......
","don't buy this product
",0
